UMAP1,UMAP2,cell_type,anatomical_division_label
-1.7510734,0.8610527,Endothelial,Thalamus
2.1495206,1.9244022,Activated Microglia,Hippocampus
3.2672606,-9.254071,Unknown,Cerebral cortex
2.6771681,-8.618967,Unknown,Thalamus
2.6842294,5.946436,Activated Microglia,Midbrain
-2.0422518,3.5651798,Activated Microglia,Basal nuclei
2.5410397,6.302192,Activated Microglia,Midbrain
5.5018816,15.284263,Astrocyte_2,Cerebral cortex
3.1650615,1.2928232,Oligodendrocyte,Thalamus
-0.22285151,14.906113,Pericyte,Cerebellum
-2.8239105,5.0219603,Activated Microglia,Pons
0.1996857,-0.8950406,Oligodendrocyte,Thalamus
0.89251715,-0.49891075,Oligodendrocyte,Thalamus
6.801388,14.502824,Astrocyte_2,Cerebral cortex
2.840983,5.7526317,Activated Microglia,Thalamus
-3.0240688,4.3865085,Activated Microglia,Myelencephalon
-3.268012,2.341124,Oligodendrocyte,Myelencephalon
-2.2158957,0.3689954,Endothelial,Basal nuclei
-1.6744828,5.359759,Activated Microglia,Cerebral cortex
2.785429,4.496018,Activated Microglia,Hippocampus
3.118618,4.8170624,Activated Microglia,Claustrum
2.1996598,-8.6757965,Unknown,Hippocampus
12.2076435,1.7627131,Astrocyte,Myelencephalon
11.613036,12.506298,Border Macrophage,Basal forebrain
4.101156,4.891337,Activated Microglia,Thalamus
5.6043644,14.372371,Astrocyte_2,Cerebral cortex
-2.4232519,5.790614,Activated Microglia,Pons
2.4084375,0.53142524,Oligodendrocyte,Hippocampus
4.7399206,2.4220707,Oligodendrocyte,Midbrain
-0.37162662,4.122767,Activated Microglia,Pons
-1.5885277,0.9215414,Endothelial,Basal nuclei
2.2835007,6.556775,Activated Microglia,Midbrain
-0.56992584,3.5319421,Activated Microglia,Hippocampus
3.8387337,4.1414847,Activated Microglia,Thalamus
2.7357097,20.531826,Ependymal,Cerebellum
0.84705806,3.6524956,Activated Microglia,Pons
3.3317518,3.2404637,Activated Microglia,Basal nuclei
0.63339794,15.211104,Pericyte,Basal forebrain
13.2261915,2.390426,Astrocyte,Cerebral cortex
3.2759697,-1.5639607,Oligodendrocyte,Basal nuclei
0.56355065,-8.617847,Unknown,Cerebral cortex
11.764328,3.7401729,Astrocyte,Hippocampus
3.6051254,4.977241,Activated Microglia,Basal forebrain
6.1201415,13.464633,Astrocyte_2,Cerebral cortex
-2.97541,5.6134624,Activated Microglia,Myelencephalon
11.374877,12.510307,Border Macrophage,Thalamus
1.4887165,-1.2426232,Oligodendrocyte,Thalamus
-4.561414,5.36146,Activated Microglia,Pons
0.033066962,7.373177,Activated Microglia,Claustrum
6.1607065,13.662888,Astrocyte_2,Cerebral cortex
2.5254576,2.8808172,Activated Microglia,Cerebral cortex
0.9966602,-7.6949077,Unknown,Pons
1.072169,3.229868,Endothelial,Hippocampus
0.6042789,-8.237036,Unknown,Cerebral cortex
0.87147707,-2.2924795,Oligodendrocyte,Hippocampus
5.4967556,12.352645,Astrocyte_2,Cerebral cortex
3.1696053,-0.47100702,Oligodendrocyte,Basal nuclei
-1.9538186,1.3986355,Oligodendrocyte,Thalamus
2.4215665,1.1676025,Oligodendrocyte,Cerebral cortex
-2.96647,3.799827,Activated Microglia,Pons
1.0545837,-10.088173,Unknown,Cerebral cortex
2.387211,4.250813,Activated Microglia,Thalamus
-1.1788743,12.083835,Pericyte,Thalamus
-2.311942,2.983663,Activated Microglia,Cerebellum
-1.77621,3.1455774,Endothelial,Thalamus
11.839258,-0.08605213,Astrocyte,Myelencephalon
-2.941021,6.239441,Activated Microglia,Midbrain
-3.3263652,1.2391614,Endothelial,Pons
13.700181,2.1998253,Astrocyte,Cerebellum
1.7777078,0.13614878,Oligodendrocyte,Pons
1.2990607,14.51756,Pericyte,Myelencephalon
-0.107351646,14.2108,Pericyte,Basal forebrain
3.5846043,0.72151524,Oligodendrocyte,Midbrain
4.799885,13.265368,Astrocyte_2,Cerebral cortex
0.3072947,-9.487494,Unknown,Hippocampus
0.5246694,-7.3320785,Unknown,Basal nuclei
1.0446458,-7.739237,Unknown,Midbrain
-1.3219146,7.6650643,Activated Microglia,Thalamus
1.9841927,20.593565,Ependymal,Cerebellum
3.4515185,1.3388326,Oligodendrocyte,Thalamus
-2.8594358,4.479692,Activated Microglia,Pons
13.345841,2.0404637,Astrocyte,Hippocampus
0.24815883,-1.9762534,Oligodendrocyte,Myelencephalon
4.9811373,4.3305726,Activated Microglia,Thalamus
-2.9841166,3.4929607,Activated Microglia,Pons
3.326875,13.9186735,Astrocyte_2,Amygdaloid complex
-0.64925885,12.75115,Pericyte,Thalamus
-1.4771892,5.167102,Activated Microglia,Hippocampus
-4.5279,3.3807585,Endothelial,Pons
3.5548599,-0.66987205,Oligodendrocyte,Thalamus
-1.8448893,2.4066267,Endothelial,Pons
-0.7336947,-8.779135,Unknown,Cerebral cortex
-0.083680145,13.382909,Pericyte,Amygdaloid complex
3.2782948,3.8167028,Activated Microglia,Hypothalamus
0.36354795,-8.869238,Unknown,Hippocampus
0.5842788,-9.250813,Unknown,Cerebral cortex
3.9171746,13.13038,Astrocyte_2,Hippocampus
2.1227643,1.4253116,Activated Microglia,Cerebral cortex
12.286775,-0.82305104,Astrocyte,Basal nuclei
0.2083553,-7.5876927,Unknown,Cerebral cortex
4.122235,-8.06388,Unknown,Myelencephalon
-1.9582353,1.2617874,Endothelial,Midbrain
2.7363946,5.9207296,Activated Microglia,Claustrum
0.4585733,12.77839,Pericyte,Basal forebrain
-4.283123,4.765119,Activated Microglia,Pons
1.1511254,2.8886116,Endothelial,Thalamus
8.779255,6.985486,Fibroblast,Hippocampus
4.2221937,12.183178,Astrocyte_2,Cerebral cortex
2.7584734,3.3490593,Activated Microglia,Cerebral cortex
-2.764255,2.876937,Activated Microglia,Cerebellum
1.7931525,1.1231782,Activated Microglia,Hippocampus
3.405883,4.111466,Activated Microglia,Hippocampus
0.1612944,0.9883969,Oligodendrocyte,Cerebral cortex
4.241495,14.498081,Astrocyte_2,Hippocampus
-1.4615917,11.738927,Pericyte,Thalamus
-0.6300474,5.208551,Activated Microglia,Midbrain
4.447332,14.551455,Astrocyte_2,Hippocampus
11.947223,-0.564697,Astrocyte,Basal nuclei
0.495768,2.9580865,Activated Microglia,Thalamus
11.946311,0.7397898,Astrocyte,Basal nuclei
-0.14167462,-9.074116,Unknown,Cerebral cortex
6.681057,14.444321,Astrocyte_2,Cerebral cortex
2.4603627,-0.032377597,Oligodendrocyte,Thalamus
2.569609,-9.598991,Unknown,Cerebral cortex
-2.9594686,7.684328,Activated Microglia,Midbrain
2.2269244,2.2510152,Activated Microglia,Amygdaloid complex
2.2721684,2.0039177,Oligodendrocyte,Pons
12.528193,1.6652026,Astrocyte,Pons
0.08924204,-9.89675,Unknown,Hippocampus
-0.06084988,15.06375,Pericyte,Cerebellum
1.1934073,3.284966,Endothelial,Cerebral cortex
5.007264,4.178911,Oligodendrocyte,Thalamus
0.6135925,1.9078953,Activated Microglia,Hippocampus
12.049083,0.49176487,Astrocyte,Basal nuclei
-1.4454488,4.3734207,Activated Microglia,Pons
13.72329,1.6702493,Astrocyte,Hippocampus
2.2012293,-7.6317816,Unknown,Pons
-1.2129935,12.021958,Pericyte,Pons
3.8271568,13.583079,Astrocyte_2,Cerebral cortex
0.79572487,-8.091452,Unknown,Midbrain
11.579995,12.902505,Border Macrophage,Myelencephalon
-0.6605316,-9.51258,Unknown,Cerebral cortex
-0.5956319,4.9325695,Activated Microglia,Midbrain
2.7481472,-0.30780992,Oligodendrocyte,Hippocampus
1.5725473,-0.12623648,Oligodendrocyte,Midbrain
14.211988,2.8650596,Astrocyte,Thalamus
4.7631006,14.523658,Astrocyte_2,Basal nuclei
-3.6665697,4.590095,Activated Microglia,Spinal cord
0.90934664,3.9376829,Activated Microglia,Cerebral cortex
-1.7024754,1.0311306,Endothelial,Basal nuclei
1.8005767,5.48571,Activated Microglia,Claustrum
0.5464411,-7.883422,Unknown,Basal nuclei
-0.46187204,6.9826274,Activated Microglia,Midbrain
-0.009366984,1.9103009,Endothelial,Amygdaloid complex
1.5640749,-1.734633,Oligodendrocyte,Basal nuclei
-0.016106373,14.859791,Pericyte,Pons
-2.6368804,1.664614,Endothelial,Thalamus
-1.5320904,12.41923,Pericyte,Midbrain
0.25658926,3.264142,Activated Microglia,Hippocampus
2.8041623,-8.330329,Unknown,Myelencephalon
1.665448,-0.20049508,Oligodendrocyte,Thalamus
-3.5274966,18.865341,Unknown,Basal forebrain
13.061778,4.367473,Astrocyte,Amygdaloid complex
12.846369,2.4546123,Astrocyte,Cerebral cortex
-0.42991224,-0.96684855,Oligodendrocyte,Pons
-0.8646087,15.023153,Pericyte,Pons
0.37853974,1.1878009,Activated Microglia,Thalamus
2.9245224,-1.4121369,Oligodendrocyte,Myelencephalon
11.645096,0.69983584,Astrocyte,Midbrain
4.53353,4.7317634,Activated Microglia,Thalamus
0.4624748,-0.5994799,Oligodendrocyte,Myelencephalon
-0.2836347,1.7299112,Endothelial,Hippocampus
-3.2505627,1.4401248,Endothelial,Midbrain
-0.58514404,13.622471,Pericyte,Basal nuclei
11.877977,0.83151615,Astrocyte,Basal nuclei
-1.8811189,3.3327956,Activated Microglia,Hippocampus
4.1018963,14.649871,Astrocyte_2,Hippocampus
-3.7802265,4.2251396,Activated Microglia,Myelencephalon
-1.2801969,13.139837,Pericyte,Midbrain
3.9288838,-8.465693,Unknown,Pons
0.3144236,3.3146548,Endothelial,Hippocampus
-2.7494502,-0.14088517,Endothelial,Basal forebrain
1.9892102,3.8679323,Activated Microglia,Midbrain
-0.21250537,0.7736836,Endothelial,Midbrain
1.0084546,15.949058,Pericyte,Hippocampus
3.3808453,0.80365074,Oligodendrocyte,Cerebral cortex
1.6762626,3.3120327,Activated Microglia,Cerebellum
-0.5895754,-0.5808018,Oligodendrocyte,Midbrain
2.4307663,-7.483541,Unknown,Basal nuclei
4.500958,14.16517,Astrocyte_2,Hippocampus
-0.7251516,-1.0753119,Oligodendrocyte,Pons
-1.7804955,13.590985,Pericyte,Midbrain
9.485144,10.215352,Choroid Plexus,Pons
-2.3445604,2.6475687,Activated Microglia,Cerebral cortex
-0.9469551,0.117956646,Endothelial,Midbrain
11.363439,0.9550871,Astrocyte,Myelencephalon
11.914604,1.6729332,Astrocyte,Basal nuclei
3.681851,3.7987015,Activated Microglia,Basal forebrain
1.2685198,-9.719457,Unknown,Cerebral cortex
0.095354475,0.8425535,Endothelial,Pons
4.3353953,13.105949,Astrocyte_2,Claustrum
-2.4664903,4.620715,Activated Microglia,Midbrain
-1.6300449,13.598633,Pericyte,Midbrain
5.7759075,13.895438,Astrocyte_2,Cerebral cortex
13.5419035,2.8115346,Astrocyte,Hippocampus
3.1024535,1.743487,Oligodendrocyte,Basal nuclei
2.972391,-8.835324,Unknown,Thalamus
0.72423893,4.9138412,Activated Microglia,Cerebral cortex
2.2304468,-6.840102,Unknown,Midbrain
3.2923784,6.2734604,Activated Microglia,Thalamus
-3.643974,19.35434,Unknown,Basal forebrain
-3.2133422,3.2327163,Activated Microglia,Cerebellum
4.5182567,11.68662,Astrocyte_2,Cerebral cortex
-0.53273904,0.52292997,Endothelial,Basal nuclei
4.157366,14.4578905,Astrocyte_2,Amygdaloid complex
1.9819987,-9.940009,Unknown,Cerebral cortex
2.3778367,-7.8972216,Unknown,Thalamus
-0.90622026,2.6983564,Endothelial,Myelencephalon
4.154645,3.5517447,Activated Microglia,Thalamus
12.905317,2.3112018,Astrocyte,Cerebral cortex
-2.7650075,12.302317,Pericyte,Basal nuclei
-0.33933222,-7.463393,Unknown,Midbrain
12.28412,2.5457928,Astrocyte,Cerebral cortex
2.5259252,20.782965,Ependymal,Cerebellum
3.0538352,2.2950368,Oligodendrocyte,Hippocampus
-4.5772514,5.3055735,Activated Microglia,Midbrain
11.02494,1.6425844,Astrocyte,Basal nuclei
11.244562,8.833039,Fibroblast,Cerebellum
1.594538,-9.443329,Unknown,Cerebral cortex
-1.1359173,12.197118,Pericyte,Midbrain
-0.5839671,5.3052335,Activated Microglia,Cerebral cortex
-1.1459492,5.9295535,Activated Microglia,Pons
1.6523019,1.1721251,Oligodendrocyte,Midbrain
11.062558,1.6330475,Astrocyte,Basal nuclei
-2.151639,5.2064676,Activated Microglia,Midbrain
2.0614293,6.281608,Activated Microglia,Thalamus
-2.9095025,12.641694,Pericyte,Basal nuclei
1.2382995,0.8660345,Oligodendrocyte,Myelencephalon
2.6735232,4.4442987,Activated Microglia,Cerebral cortex
2.3190074,20.451164,Ependymal,Cerebellum
-2.1793911,2.475433,Activated Microglia,Cerebral cortex
0.9331568,0.7009598,Oligodendrocyte,Pons
0.39777362,3.2247417,Activated Microglia,Hippocampus
0.89454865,-1.6310812,Oligodendrocyte,Cerebral cortex
-0.75437725,13.327703,Pericyte,Thalamus
3.2977939,0.93305373,Oligodendrocyte,Cerebral cortex
-0.5079087,5.08621,Activated Microglia,Pons
-4.3975835,5.5537343,Activated Microglia,Spinal cord
12.275827,1.3545368,Astrocyte,Cerebral cortex
-2.3263037,4.1110015,Activated Microglia,Spinal cord
2.4386756,5.137604,Activated Microglia,Basal forebrain
11.346122,3.819536,Astrocyte,Midbrain
0.6394895,2.4236717,Endothelial,Hippocampus
12.401043,3.1785421,Astrocyte,Hypothalamus
3.3377762,-0.26308784,Oligodendrocyte,Thalamus
-1.4556042,6.2476983,Activated Microglia,Pons
1.105507,4.307632,Endothelial,Cerebral cortex
1.598959,-2.2590678,Oligodendrocyte,Thalamus
3.169893,1.970324,Oligodendrocyte,Midbrain
-3.0994353,2.341915,Endothelial,Basal nuclei
0.18257092,13.783179,Pericyte,Thalamus
5.4505024,12.525309,Astrocyte_2,Cerebral cortex
0.025078984,-10.035957,Unknown,Amygdaloid complex
2.7319217,3.883592,Activated Microglia,Cerebral cortex
-2.5757172,5.032828,Activated Microglia,Pons
2.6707158,2.8940136,Activated Microglia,Hippocampus
-0.8042188,2.0766017,Endothelial,Cerebral cortex
3.697944,3.0059497,Activated Microglia,Amygdaloid complex
3.1395092,21.047318,Ependymal,Cerebellum
4.229631,12.415208,Astrocyte_2,Cerebral cortex
11.807251,-0.4726304,Astrocyte,Basal forebrain
-2.0521653,13.2970495,Pericyte,Cerebellum
3.2592843,-7.4917717,Unknown,Basal nuclei
1.7846583,13.418609,Pericyte,Hippocampus
1.2906069,1.0210627,Activated Microglia,Basal nuclei
1.362688,0.41217646,Oligodendrocyte,Myelencephalon
2.2752416,-8.27364,Unknown,Basal nuclei
3.1074054,14.9399395,Pericyte,Hippocampus
-0.49742252,-0.45804211,Oligodendrocyte,Spinal cord
-0.3310919,14.537991,Pericyte,Hypothalamus
-2.4921257,12.13302,Pericyte,Thalamus
-0.88136876,0.96408206,Endothelial,Midbrain
12.204437,4.8528395,Astrocyte,Cerebral cortex
0.6130292,-0.70898855,Oligodendrocyte,Midbrain
3.9254377,-8.14793,Unknown,Pons
1.5313869,14.589893,Pericyte,Myelencephalon
12.716948,4.838092,Astrocyte,Amygdaloid complex
1.0461224,-9.775382,Unknown,Cerebral cortex
1.2647622,-8.894057,Unknown,Hippocampus
9.725132,9.643632,Choroid Plexus,Basal nuclei
-2.474687,2.1913812,Endothelial,Basal nuclei
11.779065,3.5589535,Astrocyte,Cerebral cortex
2.0590322,4.3402557,Activated Microglia,Pons
1.6499847,-8.191831,Unknown,Cerebral cortex
3.1214304,2.1523635,Oligodendrocyte,Hypothalamus
0.6210069,4.0357575,Activated Microglia,Pons
0.040968414,7.1765,Activated Microglia,Thalamus
1.8499988,1.7153935,Oligodendrocyte,Cerebral cortex
1.7403305,1.7230548,Oligodendrocyte,Midbrain
3.0830853,-9.432034,Unknown,Cerebral cortex
3.5872164,1.9288226,Oligodendrocyte,Hippocampus
13.334079,2.6803694,Astrocyte,Pons
3.8177698,5.3105245,Activated Microglia,Basal forebrain
-1.319723,4.0642433,Activated Microglia,Hippocampus
0.34830055,6.3738155,Activated Microglia,Cerebral cortex
-3.2247279,6.3795238,Activated Microglia,Midbrain
3.4392524,4.900342,Activated Microglia,Claustrum
-4.5544267,3.3569946,Endothelial,Hypothalamus
-4.0493,3.165425,Endothelial,Hypothalamus
13.716635,2.5561259,Astrocyte,Thalamus
-2.3798442,0.76454186,Endothelial,Thalamus
-0.1767728,4.555297,Activated Microglia,Hippocampus
-0.847766,-7.981242,Unknown,Claustrum
-0.32753152,-0.7585705,Oligodendrocyte,Hippocampus
-3.0213456,3.7859728,Activated Microglia,Pons
-0.968982,-8.711538,Unknown,Extended amygdala
-1.552918,4.622612,Activated Microglia,Midbrain
3.2316823,5.2210956,Activated Microglia,Midbrain
12.272342,0.8090233,Astrocyte,Basal nuclei
11.967894,-0.07394165,Astrocyte,Basal nuclei
3.1348128,-7.3285604,Unknown,Pons
12.263311,8.466525,Fibroblast,Thalamus
2.1930614,-2.1254585,Oligodendrocyte,Midbrain
-1.7870542,-8.445664,Unknown,Amygdaloid complex
10.64592,7.944438,Fibroblast,Midbrain
-0.48825532,12.439784,Pericyte,Thalamus
1.8767443,0.31786162,Oligodendrocyte,Midbrain
0.68391556,-8.952856,Unknown,Cerebral cortex
1.2910539,5.3682127,Activated Microglia,Amygdaloid complex
4.9236517,13.728801,Astrocyte_2,Cerebral cortex
-1.1546057,-0.2116216,Endothelial,Pons
2.8316936,2.2598612,Activated Microglia,Pons
-2.1045036,0.9617266,Endothelial,Hippocampus
-0.2652786,-0.9882774,Oligodendrocyte,Pons
2.002193,-7.29357,Unknown,Midbrain
1.4038123,-1.1668403,Oligodendrocyte,Pons
0.38305098,12.984859,Pericyte,Pons
0.21866834,-2.066189,Oligodendrocyte,Midbrain
1.1253316,4.1375003,Activated Microglia,Cerebral cortex
4.607917,15.071856,Astrocyte_2,Cerebral cortex
-1.8057213,0.04881554,Endothelial,Basal nuclei
3.1848917,-1.1795831,Oligodendrocyte,Basal nuclei
1.216196,0.7401371,Oligodendrocyte,Basal nuclei
12.011156,-0.8914198,Astrocyte,Thalamus
2.2370653,14.649769,Pericyte,Cerebral cortex
-0.1005733,2.4789271,Activated Microglia,Hypothalamus
0.851325,14.48732,Pericyte,Midbrain
3.5341117,2.7916224,Oligodendrocyte,Spinal cord
12.062556,-0.5810837,Astrocyte,Basal nuclei
11.922214,12.560224,Border Macrophage,Basal forebrain
2.4501417,5.0530114,Activated Microglia,Cerebral cortex
-0.31503466,15.628841,Pericyte,Cerebellum
1.6744223,-0.041133862,Oligodendrocyte,Myelencephalon
-0.13429633,5.014191,Activated Microglia,Thalamus
11.982494,2.824391,Astrocyte,Cerebral cortex
1.7655833,-2.5980887,Oligodendrocyte,Thalamus
1.496216,-0.8126867,Oligodendrocyte,Cerebral cortex
-2.654485,3.9394176,Activated Microglia,Midbrain
-1.6920083,2.4943197,Endothelial,Pons
2.2826529,15.472985,Astrocyte_2,Hippocampus
2.5171304,-1.8006986,Oligodendrocyte,Cerebellum
1.9986631,-9.553341,Unknown,Cerebral cortex
11.176042,1.5292482,Astrocyte,Basal nuclei
-3.0519326,1.7432683,Endothelial,Basal nuclei
0.39466625,-1.1528584,Oligodendrocyte,Pons
1.2796246,-7.7173233,Unknown,Pons
-3.0746348,19.269253,Unknown,Basal forebrain
-2.0350685,13.557037,Pericyte,Cerebellum
5.3039064,15.344033,Astrocyte_2,Hypothalamus
12.050182,11.9417305,Border Macrophage,Spinal cord
-3.1535766,6.763869,Activated Microglia,Midbrain
0.9017864,3.6587896,Activated Microglia,Hippocampus
-1.2362348,0.18941677,Endothelial,Thalamus
2.0430782,3.4151921,Activated Microglia,Cerebral cortex
2.841491,-8.28271,Unknown,Myelencephalon
0.18535045,-8.636262,Unknown,Cerebral cortex
0.40450928,3.8282468,Activated Microglia,Hippocampus
-0.5467389,0.20229691,Endothelial,Pons
0.8121255,5.5187583,Activated Microglia,Pons
3.7290645,-8.539086,Unknown,Hypothalamus
0.80084896,1.7475357,Activated Microglia,Basal nuclei
4.011434,-8.648843,Unknown,Pons
-2.3000276,3.8852572,Activated Microglia,Spinal cord
1.880005,4.5381494,Activated Microglia,Cerebellum
-3.0535638,4.1994553,Activated Microglia,Pons
-1.7981187,0.96059,Endothelial,Cerebral cortex
-0.16442743,-0.6604976,Oligodendrocyte,Pons
0.012878261,4.2977962,Activated Microglia,Midbrain
2.7073758,2.884133,Activated Microglia,Thalamus
11.251047,3.0179548,Astrocyte,Hypothalamus
13.410018,4.096488,Astrocyte,Thalamus
-1.1446664,1.3182921,Endothelial,Amygdaloid complex
4.0609503,2.1660786,Oligodendrocyte,Thalamus
1.9173548,-7.73314,Unknown,Pons
-1.5361377,11.80572,Pericyte,Thalamus
-0.048507906,4.6985784,Activated Microglia,Cerebral cortex
12.378455,8.592178,Fibroblast,Cerebellum
4.847494,13.868409,Astrocyte_2,Amygdaloid complex
1.4900435,15.944387,Pericyte,Claustrum
2.9593875,3.9153917,Activated Microglia,Pons
2.4972432,-8.339601,Unknown,Spinal cord
0.3641851,-0.7030393,Oligodendrocyte,Myelencephalon
12.416232,4.1248617,Astrocyte,Cerebral cortex
12.3792925,4.4960275,Astrocyte,Thalamus
3.9382715,13.304828,Astrocyte_2,Cerebral cortex
12.595601,3.928032,Astrocyte,Hippocampus
12.128036,4.551632,Astrocyte,Hippocampus
1.9309127,-9.956027,Unknown,Cerebral cortex
3.3018754,-8.109446,Unknown,Pons
-1.6327002,2.1805685,Endothelial,Thalamus
-2.316417,14.599301,Pericyte,Midbrain
0.44426933,-0.5196623,Oligodendrocyte,Cerebellum
4.677577,-8.384737,Unknown,Pons
10.946108,1.8911306,Astrocyte,Cerebellum
-1.519297,1.372955,Endothelial,Midbrain
-1.9148748,5.698174,Activated Microglia,Midbrain
2.1560173,4.3467054,Activated Microglia,Basal nuclei
5.609398,13.742486,Astrocyte_2,Hippocampus
12.224725,0.31752786,Astrocyte,Basal nuclei
13.381066,1.750134,Astrocyte,Cerebral cortex
-2.9456382,19.629143,Unknown,Basal forebrain
-0.28504574,-9.712546,Unknown,Amygdaloid complex
4.2148247,15.406893,Astrocyte_2,Hippocampus
11.13373,1.6848814,Astrocyte,Basal forebrain
3.7670865,-9.351858,Unknown,Basal forebrain
10.867854,8.43809,Fibroblast,Midbrain
0.4752794,-9.847319,Unknown,Cerebral cortex
11.964288,0.075144425,Astrocyte,Basal nuclei
5.0125003,14.126301,Astrocyte_2,Amygdaloid complex
1.4660656,-2.3919208,Oligodendrocyte,Pons
-2.7040367,1.5085666,Endothelial,Pons
-0.9862328,5.6692386,Activated Microglia,Hippocampus
-0.01039994,-8.803191,Unknown,Cerebral cortex
-0.9239723,6.7359242,Activated Microglia,Cerebellum
-1.3313179,7.800421,Activated Microglia,Thalamus
-1.9344336,5.009569,Activated Microglia,Midbrain
0.60706365,-1.056644,Oligodendrocyte,Hippocampus
13.747133,2.0790734,Astrocyte,Pons
-0.6031328,-9.465735,Unknown,Cerebral cortex
0.46582326,3.8739536,Activated Microglia,Hippocampus
-2.813469,1.6195284,Endothelial,Pons
3.0344007,3.441659,Activated Microglia,Midbrain
3.9464474,3.8182278,Activated Microglia,Hippocampus
3.1081252,-0.6698966,Oligodendrocyte,Midbrain
3.9549124,4.582885,Activated Microglia,Hippocampus
-0.3546422,-1.040649,Oligodendrocyte,Thalamus
3.7545142,14.90911,Astrocyte_2,Hippocampus
-1.3903884,5.388742,Activated Microglia,Midbrain
1.067283,-9.870949,Unknown,Cerebral cortex
3.4867942,0.2637102,Oligodendrocyte,Hippocampus
12.2028055,1.0525874,Astrocyte,Myelencephalon
-2.6755013,4.8862276,Activated Microglia,Midbrain
-1.4704707,3.082395,Activated Microglia,Cerebral cortex
-1.2499647,11.694362,Pericyte,Midbrain
3.614056,5.9690723,Activated Microglia,Thalamus
-0.31694603,-7.768471,Unknown,Midbrain
3.4029713,-1.2674077,Oligodendrocyte,Midbrain
1.1851921,-6.5331783,Unknown,Midbrain
1.8986511,6.0169687,Activated Microglia,Extended amygdala
-1.5469822,6.632704,Activated Microglia,Midbrain
1.2414063,0.78855187,Oligodendrocyte,Thalamus
1.8540752,5.553049,Activated Microglia,Hypothalamus
0.661046,-10.200147,Unknown,Hippocampus
4.1440153,2.2223802,Oligodendrocyte,Thalamus
0.73565125,1.4841815,Oligodendrocyte,Basal nuclei
3.6627352,12.192093,Astrocyte_2,Cerebral cortex
1.0415611,4.24844,Activated Microglia,Cerebral cortex
-2.7246811,7.661074,Activated Microglia,Thalamus
2.8513317,-1.6713552,Oligodendrocyte,Midbrain
12.614459,1.0635872,Astrocyte,Cerebellum
-0.8336991,13.051614,Pericyte,Pons
3.3394592,21.009747,Ependymal,Cerebellum
1.4330049,-2.4312594,Oligodendrocyte,Pons
13.532266,1.5967485,Astrocyte,Cerebral cortex
0.2244315,5.441463,Activated Microglia,Pons
-1.3631732,14.037391,Pericyte,Midbrain
9.541914,10.30692,Choroid Plexus,Myelencephalon
2.9443452,6.2351336,Activated Microglia,Hypothalamus
-0.23878121,-8.005826,Unknown,Thalamus
-0.07208273,1.6119194,Endothelial,Midbrain
11.944427,8.413305,Fibroblast,Extended amygdala
0.33686462,5.3688445,Activated Microglia,Thalamus
1.3886269,-8.333333,Unknown,Cerebral cortex
-1.9538778,12.415652,Pericyte,Midbrain
4.0857663,12.168697,Astrocyte_2,Cerebral cortex
-1.7256104,3.8365853,Activated Microglia,Midbrain
11.763716,4.1653957,Astrocyte,Cerebellum
2.9729517,6.030301,Activated Microglia,Claustrum
-0.7917989,1.1112319,Endothelial,Midbrain
-2.5153968,4.6628356,Activated Microglia,Pons
1.7670338,4.37249,Activated Microglia,Hippocampus
-4.0546355,4.6276097,Activated Microglia,Pons
3.344862,2.2625864,Oligodendrocyte,Cerebral cortex
-4.0918374,3.1088126,Endothelial,Myelencephalon
-1.2309853,1.0527822,Endothelial,Myelencephalon
-3.7969563,4.635361,Activated Microglia,Spinal cord
-0.10182544,3.5338383,Activated Microglia,Amygdaloid complex
2.8817194,3.8017125,Activated Microglia,Hippocampus
2.6794002,15.689603,Astrocyte_2,Amygdaloid complex
1.6386786,-1.1378536,Oligodendrocyte,Pons
-0.705799,-7.6158786,Unknown,Midbrain
-0.9597572,2.2591057,Endothelial,Hypothalamus
-0.80834067,-9.494096,Unknown,Amygdaloid complex
12.076024,2.5439348,Astrocyte,Myelencephalon
13.855802,3.425066,Astrocyte,Midbrain
-2.151291,4.520112,Activated Microglia,Pons
11.562022,1.793317,Astrocyte,Midbrain
-1.5418292,3.4299474,Activated Microglia,Hippocampus
2.9857755,1.8225038,Oligodendrocyte,Pons
-1.194221,2.539436,Endothelial,Cerebral cortex
-0.83265525,-0.35076413,Oligodendrocyte,Pons
4.264475,4.3544755,Activated Microglia,Thalamus
11.041073,2.147426,Astrocyte,Midbrain
-2.970945,12.706208,Pericyte,Basal nuclei
11.524767,2.7277238,Astrocyte,Basal nuclei
-1.3570844,6.3125443,Activated Microglia,Pons
2.7711747,2.6986914,Activated Microglia,Cerebral cortex
4.66418,14.893175,Astrocyte_2,Hippocampus
-0.017552989,14.827134,Pericyte,Cerebellum
-2.5029216,2.817598,Activated Microglia,Midbrain
5.205083,12.698762,Astrocyte_2,Cerebral cortex
-1.8165729,1.2850636,Endothelial,Hippocampus
12.074322,-0.10041928,Astrocyte,Basal nuclei
1.5555495,15.769758,Pericyte,Hippocampus
2.064375,4.169862,Activated Microglia,Pons
1.3503858,13.98597,Pericyte,Basal nuclei
2.252294,0.7885078,Oligodendrocyte,Cerebellum
3.205202,1.1463951,Oligodendrocyte,Hippocampus
12.784268,1.2325206,Astrocyte,Basal nuclei
13.282768,1.4051495,Astrocyte,Hippocampus
-3.0816007,3.8144774,Activated Microglia,Cerebellum
0.3720784,2.2006092,Endothelial,Cerebral cortex
