UMAP1,UMAP2,cell_type,anatomical_division_label
-1.3811488,15.243856,Pericyte,Midbrain
0.85232943,-1.0547128,Oligodendrocyte,Pons
3.00701,-0.2225386,Oligodendrocyte,Cerebral cortex
5.2243257,14.040422,Astrocyte_2,Cerebral cortex
5.182318,14.075252,Astrocyte_2,Hippocampus
4.5628147,15.9455385,Astrocyte_2,Amygdaloid complex
-2.9418561,4.0540514,Activated Microglia,Spinal cord
-1.9163592,-0.39587277,Endothelial,Midbrain
3.8606064,-0.62064934,Oligodendrocyte,Midbrain
-0.9707463,12.779091,Pericyte,Thalamus
12.002668,8.602169,Fibroblast,Cerebellum
1.3822407,-1.1443641,Oligodendrocyte,Midbrain
-2.413563,4.5334463,Activated Microglia,Hypothalamus
1.3743687,-9.380051,Unknown,Hippocampus
2.0655854,-1.8371607,Oligodendrocyte,Thalamus
13.08538,3.2491615,Astrocyte,Cerebral cortex
4.638987,14.413915,Astrocyte_2,Hypothalamus
-1.4247293,5.131961,Activated Microglia,Spinal cord
-1.4714316,4.172813,Activated Microglia,Cerebral cortex
1.6708509,-1.0632613,Oligodendrocyte,Midbrain
2.4722362,20.687866,Ependymal,Myelencephalon
1.5531416,2.9502404,Activated Microglia,Cerebral cortex
-0.9280432,3.7317753,Activated Microglia,Pons
-0.29089913,0.87842095,Endothelial,Myelencephalon
-1.3774824,-0.72109735,Oligodendrocyte,Myelencephalon
0.4159315,-9.579914,Unknown,Cerebral cortex
9.053067,10.064742,Choroid Plexus,Thalamus
1.6402751,-6.8838315,Unknown,Amygdaloid complex
4.7114835,12.402962,Astrocyte_2,Cerebral cortex
1.1188179,-10.114501,Unknown,Cerebral cortex
1.2761081,6.9279795,Activated Microglia,Thalamus
5.4081645,15.555661,Astrocyte_2,Hypothalamus
4.167776,4.2336187,Activated Microglia,Midbrain
2.1110063,0.6276633,Oligodendrocyte,Pons
3.1276245,-0.3463591,Oligodendrocyte,Basal nuclei
3.79785,3.4173172,Activated Microglia,Midbrain
5.302138,13.74064,Astrocyte_2,Hippocampus
1.3256958,-0.3461931,Oligodendrocyte,Cerebral cortex
3.5725415,-8.057173,Unknown,Pons
2.4396656,20.826422,Ependymal,Cerebellum
0.52279454,14.372959,Pericyte,Myelencephalon
4.0093126,-8.506653,Unknown,Pons
-2.6714683,12.582583,Pericyte,Basal nuclei
-1.7012428,3.2624118,Activated Microglia,Midbrain
-2.9575872,6.972682,Activated Microglia,Midbrain
-3.5400963,5.4882255,Activated Microglia,Pons
6.353286,14.098448,Astrocyte_2,Cerebral cortex
-1.338134,0.4160499,Endothelial,Midbrain
4.847455,15.080569,Astrocyte_2,Basal nuclei
-2.0041347,4.3018703,Activated Microglia,Cerebellum
-0.1005488,3.511191,Activated Microglia,Pons
0.5339673,2.6816723,Endothelial,Hippocampus
-0.17637081,-8.538911,Unknown,Thalamus
4.9276395,-8.560092,Unknown,Pons
1.9375353,15.397008,Pericyte,Hippocampus
1.3939791,-9.450164,Unknown,Hippocampus
2.2760499,-7.8826175,Unknown,Cerebral cortex
3.4580896,3.829928,Activated Microglia,Thalamus
1.6797721,0.93298185,Oligodendrocyte,Thalamus
13.198512,0.7344223,Astrocyte,Hippocampus
0.19729215,-1.4790274,Oligodendrocyte,Pons
1.6744953,1.9570023,Activated Microglia,Pons
-3.1598904,0.8357217,Endothelial,Cerebellum
-1.7216523,1.5080676,Activated Microglia,Myelencephalon
11.958634,3.7258651,Astrocyte,Midbrain
3.503827,3.4387631,Activated Microglia,Amygdaloid complex
3.8875337,5.013355,Activated Microglia,Basal forebrain
-0.051717218,16.969574,Pericyte,Hypothalamus
3.6388853,4.2603936,Activated Microglia,Hippocampus
12.687247,1.4056388,Astrocyte,Midbrain
1.9356726,0.004247571,Oligodendrocyte,Midbrain
3.164935,15.534087,Astrocyte_2,Cerebral cortex
12.364156,1.988407,Astrocyte,Basal nuclei
3.9614005,-8.384773,Unknown,Pons
5.3225265,15.470489,Astrocyte_2,Hypothalamus
-3.3685348,2.9587092,Oligodendrocyte,Thalamus
3.1745765,4.7183566,Activated Microglia,Thalamus
0.47477263,-8.068539,Unknown,Midbrain
2.0247478,-0.30179378,Oligodendrocyte,Basal nuclei
-0.20904487,5.8198566,Activated Microglia,Pons
4.453528,4.931746,Activated Microglia,Amygdaloid complex
-0.9677582,6.389449,Activated Microglia,Pons
-0.010412784,6.599515,Activated Microglia,Thalamus
0.40594444,7.051209,Activated Microglia,Midbrain
-3.3888392,5.585126,Activated Microglia,Midbrain
1.1300157,3.5387032,Endothelial,Hippocampus
8.976748,9.6330385,Choroid Plexus,Basal nuclei
3.9063845,4.3620167,Activated Microglia,Cerebral cortex
4.5230865,15.006969,Astrocyte_2,Hippocampus
-0.17054765,-7.3580317,Unknown,Hypothalamus
0.4987584,15.882319,Pericyte,Midbrain
1.2903421,-8.932538,Unknown,Cerebral cortex
-3.6131682,4.497372,Activated Microglia,Hypothalamus
2.5218866,0.062105462,Oligodendrocyte,Cerebral cortex
2.7462554,0.14396736,Oligodendrocyte,Hippocampus
-1.4357858,-0.2016832,Endothelial,Thalamus
11.704672,8.385327,Fibroblast,Pons
-2.8854072,2.7095103,Endothelial,Midbrain
5.5807433,14.17326,Astrocyte_2,Cerebral cortex
2.044193,5.521736,Activated Microglia,Thalamus
13.690973,1.9558213,Astrocyte,Midbrain
1.5289236,-0.6555517,Oligodendrocyte,Basal nuclei
5.044191,14.15146,Astrocyte_2,Cerebral cortex
2.5232003,2.631415,Activated Microglia,Hippocampus
-0.62643826,-9.711579,Unknown,Amygdaloid complex
0.6021129,14.756143,Pericyte,Spinal cord
0.6937277,-9.776315,Unknown,Cerebral cortex
11.1447735,1.3726952,Astrocyte,Midbrain
0.1036666,2.3677378,Endothelial,Cerebral cortex
-1.3825041,6.729964,Activated Microglia,Midbrain
3.159643,3.759422,Activated Microglia,Hippocampus
-0.19887136,13.07421,Pericyte,Basal nuclei
0.5641846,-1.5532321,Oligodendrocyte,Pons
-0.25458288,2.5223696,Endothelial,Midbrain
1.1221378,5.125793,Activated Microglia,Basal forebrain
5.324886,15.304712,Astrocyte_2,Hippocampus
-4.3321247,5.8156343,Activated Microglia,Pons
-1.4893328,11.812313,Pericyte,Thalamus
1.9236085,-0.6190678,Oligodendrocyte,Thalamus
13.463266,1.4666957,Astrocyte,Cerebellum
-0.33529818,6.037859,Activated Microglia,Hippocampus
-2.4361918,19.0263,Unknown,Basal forebrain
-0.028322859,13.085959,Pericyte,Basal forebrain
3.5812187,-9.429392,Unknown,Thalamus
-1.2046846,14.6109495,Pericyte,Hippocampus
5.446246,13.05747,Astrocyte_2,Thalamus
-1.2095612,5.842556,Activated Microglia,Pons
0.070281595,15.454836,Pericyte,Pons
11.854365,1.3077465,Astrocyte,Pons
0.18626578,0.60392785,Activated Microglia,Basal nuclei
4.0316763,14.596235,Astrocyte_2,Hippocampus
-3.9252608,4.1358304,Activated Microglia,Pons
-0.5955832,3.1439874,Activated Microglia,Cerebral cortex
2.5547235,14.063688,Astrocyte_2,Cerebral cortex
-0.7448738,14.938983,Pericyte,Thalamus
5.6669507,15.375053,Astrocyte_2,Cerebral cortex
-1.5238672,0.5503366,Endothelial,Cerebral cortex
-0.53829366,2.1239011,Endothelial,Cerebral cortex
3.9141104,5.154972,Activated Microglia,Amygdaloid complex
2.2345755,4.143437,Activated Microglia,Basal nuclei
1.5280432,5.234981,Activated Microglia,Amygdaloid complex
1.8104768,3.193678,Activated Microglia,Basal forebrain
0.4148705,0.17295171,Oligodendrocyte,Thalamus
13.407922,3.5892823,Astrocyte,Hypothalamus
1.1795987,1.3869876,Activated Microglia,Basal nuclei
-0.6372587,-8.606142,Unknown,Amygdaloid complex
3.0379236,-8.674304,Unknown,Pons
1.3356781,-2.2158425,Oligodendrocyte,Midbrain
2.4966466,6.425253,Activated Microglia,Thalamus
-2.6187847,3.5116484,Activated Microglia,Pons
3.0790882,-8.06557,Unknown,Thalamus
0.76485384,15.35977,Pericyte,Hypothalamus
1.8352348,15.465203,Pericyte,Thalamus
4.364067,2.4374185,Oligodendrocyte,Thalamus
-1.2785778,0.09724898,Endothelial,Midbrain
2.7246702,20.801773,Ependymal,Cerebellum
-3.3533607,0.6909185,Endothelial,Myelencephalon
2.4709432,20.589117,Ependymal,Cerebellum
1.3109635,-0.62221646,Oligodendrocyte,Cerebral cortex
-0.07677917,15.051869,Pericyte,Pons
-0.9117197,15.34457,Pericyte,Midbrain
12.108656,8.451131,Fibroblast,Midbrain
3.0268707,0.47978055,Oligodendrocyte,Thalamus
0.42104772,0.44464257,Oligodendrocyte,Basal forebrain
12.251645,8.46526,Fibroblast,Cerebral cortex
-3.3633983,2.7893353,Endothelial,Pons
-1.888568,3.9843442,Activated Microglia,Pons
11.825779,2.9787073,Astrocyte,Hippocampus
0.6035496,2.4463518,Endothelial,Cerebral cortex
2.4301875,-0.039740216,Oligodendrocyte,Myelencephalon
12.887237,2.5682282,Astrocyte,Cerebral cortex
13.520361,2.374828,Astrocyte,Cerebellum
-0.9343126,1.0201093,Endothelial,Cerebral cortex
14.034343,2.2592392,Astrocyte,Basal forebrain
-1.9913334,3.7017717,Activated Microglia,Pons
-0.14619786,-9.0177765,Unknown,Cerebral cortex
1.4943402,0.20988953,Oligodendrocyte,Thalamus
-0.9503669,-0.9064331,Oligodendrocyte,Myelencephalon
2.56149,-9.232423,Unknown,Cerebral cortex
11.359644,2.9802198,Astrocyte,Hippocampus
3.3812864,12.648394,Astrocyte_2,Hippocampus
-0.5329724,14.68978,Pericyte,Cerebellum
2.7678626,5.830603,Activated Microglia,Thalamus
-0.5660624,14.246647,Pericyte,Pons
2.0572608,-0.69847906,Oligodendrocyte,Thalamus
2.6146293,-0.7000008,Oligodendrocyte,Thalamus
1.9142518,-8.148285,Unknown,Pons
2.965675,-0.1955274,Oligodendrocyte,Cerebral cortex
-1.1109813,1.695142,Endothelial,Midbrain
-2.6316097,5.446347,Activated Microglia,Midbrain
-1.1619432,2.1366072,Endothelial,Cerebellum
2.0419922,-1.2645159,Oligodendrocyte,Hippocampus
3.1226993,0.29328695,Oligodendrocyte,Midbrain
4.536854,4.2827344,Activated Microglia,Thalamus
1.5293216,1.5875282,Activated Microglia,Cerebral cortex
1.6509231,-7.9231024,Unknown,Myelencephalon
1.9563022,-0.46549585,Oligodendrocyte,Basal nuclei
3.8181546,3.3101904,Activated Microglia,Amygdaloid complex
0.7550788,4.888609,Activated Microglia,Midbrain
-1.760604,4.413635,Activated Microglia,Spinal cord
-0.3784008,15.075203,Pericyte,Cerebellum
4.037632,3.9546714,Activated Microglia,Pons
-1.2892135,1.2348936,Endothelial,Hippocampus
1.6276736,4.6920166,Activated Microglia,Basal nuclei
-0.48264918,-7.4717584,Unknown,Thalamus
3.172398,-1.079265,Oligodendrocyte,Myelencephalon
12.135988,-0.24582383,Astrocyte,Basal nuclei
-4.7200146,3.522829,Endothelial,Hypothalamus
-0.8259957,-0.55522186,Oligodendrocyte,Thalamus
-1.4025874,0.5472379,Endothelial,Midbrain
0.31408444,6.219385,Activated Microglia,Cerebral cortex
1.354647,4.176648,Activated Microglia,Cerebellum
11.424872,2.162756,Astrocyte,Cerebral cortex
0.6408568,3.283367,Activated Microglia,Basal nuclei
0.5259315,-1.4113343,Oligodendrocyte,Thalamus
12.725165,1.8299699,Astrocyte,Cerebral cortex
-1.3039331,4.1762285,Activated Microglia,Cerebral cortex
3.0058177,5.4669905,Activated Microglia,Thalamus
-3.622732,4.0797024,Activated Microglia,Midbrain
-3.2153096,5.540369,Activated Microglia,Thalamus
0.39942822,6.411237,Activated Microglia,Hippocampus
6.71112,14.467404,Astrocyte_2,Cerebral cortex
2.8400347,-1.8925151,Oligodendrocyte,Thalamus
1.4974217,-8.721096,Unknown,Basal forebrain
12.174528,0.14177094,Astrocyte,Cerebral cortex
2.283916,2.0182536,Activated Microglia,Basal nuclei
12.103779,-0.4358621,Astrocyte,Basal nuclei
1.0270863,-1.9215152,Oligodendrocyte,Hippocampus
0.22244859,1.3779719,Activated Microglia,Cerebellum
-3.8146539,4.992145,Activated Microglia,Spinal cord
-0.3421656,14.036656,Pericyte,Basal nuclei
-3.1446311,2.7471404,Endothelial,Spinal cord
1.5112484,0.14837672,Oligodendrocyte,Basal nuclei
11.987942,-0.463208,Astrocyte,Midbrain
-1.3123653,12.603301,Pericyte,Thalamus
1.3791656,3.5619562,Activated Microglia,Hippocampus
4.9673915,12.704725,Astrocyte_2,Hippocampus
3.2758908,-9.155365,Unknown,Thalamus
2.4801576,3.806624,Activated Microglia,Cerebral cortex
9.89343,8.377926,Choroid Plexus,Hypothalamus
12.085433,0.61591256,Astrocyte,Cerebral cortex
0.3311829,-7.8778086,Unknown,Hippocampus
2.942138,5.1524453,Activated Microglia,Amygdaloid complex
0.64702165,6.341255,Activated Microglia,Midbrain
0.79531306,-2.2550485,Oligodendrocyte,Basal nuclei
12.566359,3.3319893,Astrocyte,Hypothalamus
1.9738076,1.9317559,Activated Microglia,Cerebral cortex
5.714154,12.330841,Astrocyte_2,Cerebral cortex
11.997108,3.618466,Astrocyte,Midbrain
13.06469,0.2731533,Astrocyte,Cerebellum
-1.091325,2.1674945,Endothelial,Hippocampus
11.504995,8.858217,Fibroblast,Midbrain
-1.9617991,12.261892,Pericyte,Pons
-2.1793132,0.60416234,Endothelial,Basal nuclei
1.3987668,-7.1258883,Unknown,Cerebral cortex
1.0231514,7.12914,Activated Microglia,Thalamus
-1.4464868,3.1641424,Endothelial,Basal forebrain
1.537176,5.959678,Activated Microglia,Thalamus
0.2255815,-9.056761,Unknown,Cerebral cortex
14.21574,2.8147366,Astrocyte,Thalamus
-0.83024037,13.320296,Pericyte,Thalamus
-2.8403556,3.4010649,Endothelial,Midbrain
0.16243783,12.988863,Pericyte,Basal forebrain
1.1364251,-0.37488168,Oligodendrocyte,Extended amygdala
4.240565,5.263078,Activated Microglia,Thalamus
0.62540644,-7.975927,Unknown,Cerebral cortex
-1.3893108,13.012437,Pericyte,Pons
9.3470335,10.353676,Choroid Plexus,Pons
0.8120156,4.7643337,Activated Microglia,Pons
11.750642,1.9859505,Astrocyte,Basal nuclei
1.1881039,-9.792037,Unknown,Hippocampus
1.5856688,-0.5659036,Oligodendrocyte,Pons
-0.6193595,-8.523329,Unknown,Hippocampus
2.4142365,14.709501,Pericyte,Hippocampus
0.5130903,3.45803,Activated Microglia,Hippocampus
1.161187,-1.3927264,Oligodendrocyte,Thalamus
-2.2713952,5.4623594,Activated Microglia,Spinal cord
-1.7669686,14.494857,Pericyte,Pons
5.611975,15.317172,Astrocyte_2,Hippocampus
1.0667526,3.0915403,Activated Microglia,Thalamus
1.574305,0.9952534,Oligodendrocyte,Pons
-0.23793618,-9.113914,Unknown,Cerebral cortex
4.0843964,11.885119,Astrocyte_2,Cerebral cortex
1.3538376,1.0629863,Oligodendrocyte,Midbrain
2.3755722,-1.0761751,Oligodendrocyte,Cerebral cortex
2.8087895,-0.7726067,Oligodendrocyte,Cerebral cortex
-0.9641802,-0.77422196,Oligodendrocyte,Myelencephalon
-0.798209,14.781758,Pericyte,Cerebellum
-2.2312653,3.75248,Activated Microglia,Cerebellum
-2.5286794,1.7806599,Endothelial,Pons
-1.477175,2.1416698,Activated Microglia,Myelencephalon
4.1754584,2.6157737,Oligodendrocyte,Midbrain
0.95232683,-10.232569,Unknown,Cerebral cortex
11.838395,0.22024058,Astrocyte,Midbrain
0.5171376,-8.613883,Unknown,Hippocampus
2.642706,-8.063721,Unknown,Hippocampus
4.0768113,12.51711,Astrocyte_2,Basal forebrain
12.208944,-0.099856436,Astrocyte,Basal forebrain
3.5064363,-8.735947,Unknown,Thalamus
-0.6134929,13.255592,Pericyte,Cerebellum
-1.4742368,3.3888073,Activated Microglia,Hippocampus
3.5064473,5.7659235,Activated Microglia,Thalamus
10.016383,8.842983,Choroid Plexus,Cerebral cortex
-2.1534817,3.814568,Activated Microglia,Cerebellum
-1.2860382,1.0012829,Endothelial,Myelencephalon
1.6764287,-9.855121,Unknown,Cerebral cortex
-2.6332915,6.1800137,Activated Microglia,Thalamus
3.4028916,-0.26041394,Oligodendrocyte,Pons
-3.1074343,2.5216038,Endothelial,Hippocampus
0.3981818,7.10106,Activated Microglia,Thalamus
0.9711224,-2.0921423,Oligodendrocyte,Pons
2.8715982,1.033546,Oligodendrocyte,Cerebral cortex
0.88708234,14.09777,Pericyte,Myelencephalon
0.08065876,2.9760246,Activated Microglia,Hippocampus
0.027236585,3.0922503,Activated Microglia,Midbrain
13.074069,2.308803,Astrocyte,Pons
1.2131207,3.0187776,Endothelial,Hippocampus
2.654965,-0.59386325,Oligodendrocyte,Basal nuclei
1.2578225,2.365253,Activated Microglia,Hippocampus
0.80455357,-6.8942733,Unknown,Midbrain
2.5171516,2.868079,Activated Microglia,Cerebral cortex
4.143024,4.231487,Activated Microglia,Midbrain
0.26924402,4.1634946,Activated Microglia,Midbrain
0.5984892,-0.12144016,Oligodendrocyte,Basal forebrain
3.0413787,20.959623,Ependymal,Cerebellum
1.3014541,-0.029543824,Oligodendrocyte,Cerebral cortex
-1.8377023,12.947755,Pericyte,Thalamus
1.365617,-7.62362,Unknown,Cerebellum
-0.55743855,0.06902249,Oligodendrocyte,Cerebral cortex
0.44196156,0.7720663,Activated Microglia,Basal nuclei
-3.1441498,3.0568583,Activated Microglia,Cerebellum
-1.6193652,0.96942836,Endothelial,Extended amygdala
-0.21415941,1.4234303,Activated Microglia,Basal nuclei
-0.502751,4.3626027,Activated Microglia,Midbrain
-0.19534296,0.8359886,Activated Microglia,Basal nuclei
1.8078823,3.617136,Endothelial,Midbrain
2.17302,20.615667,Ependymal,Cerebellum
1.2899805,5.2705216,Activated Microglia,Pons
-2.161501,0.29047555,Endothelial,Cerebral cortex
11.189712,3.3232377,Astrocyte,Midbrain
3.5444834,16.2345,Astrocyte_2,Amygdaloid complex
0.034146823,6.8670673,Activated Microglia,Thalamus
1.1944084,-0.7990762,Oligodendrocyte,Pons
3.4334383,5.534018,Activated Microglia,Thalamus
2.81131,3.0666099,Activated Microglia,Cerebral cortex
0.20561887,3.2948217,Activated Microglia,Hippocampus
1.3684742,5.613888,Activated Microglia,Amygdaloid complex
12.653318,-0.25712302,Astrocyte,Basal nuclei
-2.8462079,1.5199157,Endothelial,Pons
0.08690792,3.3146973,Activated Microglia,Thalamus
6.652959,14.208636,Astrocyte_2,Cerebral cortex
2.2861829,3.9715483,Activated Microglia,Pons
3.2905836,-8.344321,Unknown,Basal nuclei
0.28263378,0.65139717,Endothelial,Cerebral cortex
2.9581962,5.9246235,Activated Microglia,Basal forebrain
-1.2470336,0.54722255,Endothelial,Hypothalamus
1.6020511,0.9848466,Oligodendrocyte,Midbrain
3.271361,-0.3696131,Oligodendrocyte,Basal nuclei
6.2434096,14.411247,Astrocyte_2,Cerebral cortex
1.3212736,4.5097666,Activated Microglia,Cerebral cortex
-1.234242,2.5897174,Endothelial,Pons
-1.5368502,4.8318095,Activated Microglia,Midbrain
2.0501535,-6.917558,Unknown,Spinal cord
1.8754876,0.12647232,Oligodendrocyte,Cerebral cortex
1.1442347,5.1754866,Activated Microglia,Thalamus
-0.9573774,13.42898,Pericyte,Extended amygdala
-1.0657573,14.380395,Pericyte,Thalamus
0.6741422,3.9414027,Activated Microglia,Cerebral cortex
1.9399203,3.151471,Endothelial,Pons
-1.522227,4.42436,Activated Microglia,Hippocampus
-1.4727095,3.2551847,Activated Microglia,Pons
4.968945,14.725041,Astrocyte_2,Cerebral cortex
1.8771056,-0.9438589,Oligodendrocyte,Basal nuclei
-1.704425,0.5664136,Endothelial,Basal nuclei
4.4330816,3.6328306,Oligodendrocyte,Cerebral cortex
-0.9407685,13.409965,Pericyte,Basal nuclei
0.70990115,5.6402597,Activated Microglia,Midbrain
0.7220315,-8.890545,Unknown,Cerebral cortex
1.2593285,1.4692875,Activated Microglia,Cerebral cortex
4.847023,3.5035274,Oligodendrocyte,Thalamus
-0.8816876,12.5693035,Pericyte,Myelencephalon
12.847828,-0.171687,Astrocyte,Myelencephalon
10.789193,3.4349723,Astrocyte,Hypothalamus
-0.12833202,2.2161658,Activated Microglia,Thalamus
2.5907295,4.547177,Activated Microglia,Amygdaloid complex
1.1774809,5.9800763,Activated Microglia,Extended amygdala
1.0441281,1.3675869,Activated Microglia,Thalamus
5.085482,13.429498,Astrocyte_2,Hippocampus
1.4458729,-6.963565,Unknown,Midbrain
-2.2613094,3.3615835,Activated Microglia,Midbrain
11.708535,11.898911,Border Macrophage,Pons
5.062642,14.311034,Astrocyte_2,Amygdaloid complex
-1.3927673,3.384106,Activated Microglia,Thalamus
-0.39248884,-0.8980981,Oligodendrocyte,Midbrain
4.3536224,12.777948,Astrocyte_2,Cerebral cortex
1.7734084,2.471716,Activated Microglia,Cerebral cortex
12.379614,4.866036,Astrocyte,Hypothalamus
2.313361,3.505701,Activated Microglia,Hippocampus
4.1971607,-8.9086485,Unknown,Midbrain
4.8269005,12.487763,Astrocyte_2,Cerebral cortex
2.3296556,6.5652995,Activated Microglia,Thalamus
-0.7001202,12.795108,Pericyte,Pons
-0.27177083,16.303846,Pericyte,Pons
9.203872,6.738369,Fibroblast,Cerebral cortex
-0.08866378,7.1959076,Activated Microglia,Thalamus
-2.096264,1.0064816,Endothelial,Hippocampus
12.436189,4.48342,Astrocyte,Amygdaloid complex
9.160632,6.795259,Fibroblast,Midbrain
1.2941861,3.378651,Endothelial,Midbrain
9.146148,9.827368,Choroid Plexus,Extended amygdala
4.6302133,15.651103,Astrocyte_2,Amygdaloid complex
1.5985804,-1.7514179,Oligodendrocyte,Hippocampus
3.276157,-1.6192514,Oligodendrocyte,Midbrain
4.9671087,13.72343,Astrocyte_2,Cerebral cortex
-0.1811178,6.9263463,Activated Microglia,Thalamus
-1.7641486,3.9685133,Activated Microglia,Midbrain
-0.6643437,15.408717,Pericyte,Pons
0.9056252,4.0527277,Activated Microglia,Hippocampus
1.1649437,15.749355,Pericyte,Hippocampus
2.0362017,-7.1715336,Unknown,Cerebellum
-0.76330894,3.6692984,Activated Microglia,Cerebellum
-3.64163,2.7038367,Endothelial,Pons
1.8736249,15.306938,Pericyte,Claustrum
-1.7122283,3.9745681,Activated Microglia,Midbrain
-0.31253555,4.6055384,Activated Microglia,Midbrain
4.1900744,14.555134,Astrocyte_2,Hippocampus
-1.2135499,3.9832697,Activated Microglia,Midbrain
0.7563259,0.16509466,Oligodendrocyte,Cerebral cortex
1.8331969,3.9386005,Activated Microglia,Cerebral cortex
4.427727,13.158101,Astrocyte_2,Hippocampus
4.2500534,-8.264961,Unknown,Midbrain
3.448792,0.5588595,Oligodendrocyte,Pons
4.6189156,12.165157,Astrocyte_2,Cerebral cortex
10.739971,2.9150033,Astrocyte,Midbrain
3.1517339,6.060666,Activated Microglia,Thalamus
-0.3122156,15.118513,Pericyte,Cerebellum
1.4017028,1.2890422,Oligodendrocyte,Hippocampus
2.8667917,14.224263,Astrocyte_2,Cerebral cortex
13.351389,3.0123212,Astrocyte,Hippocampus
-3.0625103,3.545383,Activated Microglia,Spinal cord
-0.7487242,3.6171274,Activated Microglia,Pons
5.7674003,13.631646,Astrocyte_2,Cerebral cortex
1.1336458,15.398587,Pericyte,Hippocampus
0.61751074,-8.930601,Unknown,Cerebral cortex
6.32412,14.499239,Astrocyte_2,Hippocampus
-0.45621786,0.9742163,Endothelial,Thalamus
-2.0624046,0.9147784,Endothelial,Cerebellum
0.15727225,13.980185,Pericyte,Spinal cord
5.430696,13.698238,Astrocyte_2,Cerebral cortex
3.5415525,5.890404,Activated Microglia,Hypothalamus
1.7311664,4.177958,Endothelial,Hippocampus
-1.4699055,2.8492918,Activated Microglia,Cerebellum
2.8894835,-8.991214,Unknown,Pons
12.066233,12.278898,Border Macrophage,Hippocampus
3.8201573,14.582839,Astrocyte_2,Hippocampus
2.0909781,1.6712654,Activated Microglia,Hippocampus
1.9899354,1.8461853,Activated Microglia,Amygdaloid complex
0.030333731,-8.143191,Unknown,Basal nuclei
-0.95866084,7.6814475,Activated Microglia,Thalamus
1.6431727,-2.5418093,Oligodendrocyte,Thalamus
3.9880733,2.7723064,Oligodendrocyte,Midbrain
0.38375893,6.884678,Activated Microglia,Thalamus
0.18772426,13.291906,Pericyte,Cerebellum
12.631411,2.2344985,Astrocyte,Hippocampus
-1.7108563,0.11327314,Endothelial,Thalamus
3.4771798,4.3161163,Activated Microglia,Basal nuclei
2.3206859,-2.213165,Oligodendrocyte,Midbrain
4.1198726,14.88366,Astrocyte_2,Hippocampus
-0.3473262,4.130863,Activated Microglia,Claustrum
-0.32822606,-9.363019,Unknown,Basal forebrain
1.5689164,4.9908504,Activated Microglia,Claustrum
3.9604738,-8.803975,Unknown,Cerebellum
2.044046,-8.4807415,Unknown,Thalamus
-1.3008097,2.2520888,Endothelial,Cerebral cortex
13.165047,0.6038605,Astrocyte,Cerebral cortex
-0.778347,0.14797215,Oligodendrocyte,Midbrain
2.4695365,6.3664093,Activated Microglia,Thalamus
0.22551325,6.143577,Activated Microglia,Cerebral cortex
1.7212781,-9.317558,Unknown,Cerebral cortex
0.5787472,-9.548827,Unknown,Hippocampus
-4.0876336,3.2891488,Endothelial,Thalamus
-0.5024011,-8.270059,Unknown,Cerebral cortex
0.9268367,0.030202912,Oligodendrocyte,Midbrain
-0.47374803,-9.212589,Unknown,Hippocampus
2.5820436,4.1085606,Activated Microglia,Claustrum
1.6183794,-6.7932916,Unknown,Midbrain
12.009464,2.7187319,Astrocyte,Cerebral cortex
-0.20591365,-7.151189,Unknown,Midbrain
10.730794,8.069154,Fibroblast,Basal forebrain
1.1507735,4.8100286,Activated Microglia,Midbrain
-0.19868179,6.2872806,Activated Microglia,Midbrain
-0.043873955,-8.854038,Unknown,Hippocampus
-0.4168418,2.6978316,Activated Microglia,Cerebral cortex
5.4162917,13.084265,Astrocyte_2,Cerebral cortex
-0.8511996,7.510208,Activated Microglia,Thalamus
4.3831935,11.788359,Astrocyte_2,Cerebral cortex
1.6825682,3.1167707,Endothelial,Myelencephalon
2.1967015,-2.3922136,Oligodendrocyte,Pons
2.4758327,1.0696,Oligodendrocyte,Thalamus
-1.4676657,1.9240913,Endothelial,Hippocampus
-2.584631,2.04437,Oligodendrocyte,Myelencephalon
-0.3684916,1.0722978,Endothelial,Basal nuclei
1.097679,0.2817208,Oligodendrocyte,Hippocampus
3.1307206,2.2387743,Activated Microglia,Hippocampus
-1.4691398,3.3800204,Activated Microglia,Spinal cord
-0.9283788,1.173748,Endothelial,Midbrain
10.219544,0.8496121,nan,Pons
1.7642312,0.19335409,Oligodendrocyte,Spinal cord
1.3541446,-0.49310884,Oligodendrocyte,Cerebral cortex
-1.1047244,14.227532,Pericyte,Hypothalamus
5.982884,14.744196,Astrocyte_2,Hippocampus
1.7096479,14.280177,Pericyte,Thalamus
-0.2370963,6.9585657,Activated Microglia,Thalamus
-1.9288087,0.7698254,Endothelial,Cerebellum
-1.3822688,2.7545185,Activated Microglia,Cerebral cortex
-2.363557,0.39820674,Endothelial,Pons
2.8792617,20.934885,Ependymal,Cerebellum
10.434241,1.7265605,Astrocyte,Myelencephalon
1.846631,4.739622,Activated Microglia,Basal nuclei
11.149917,-0.25750688,Astrocyte,Basal nuclei
3.8689582,4.162512,Activated Microglia,Pons
3.112929,6.1586018,Activated Microglia,Thalamus
-2.5254838,7.7201195,Activated Microglia,Thalamus
0.38826105,0.16031526,Oligodendrocyte,Myelencephalon
-0.22880231,6.2375627,Activated Microglia,Midbrain
2.800539,1.6068007,Activated Microglia,Basal nuclei
0.14845572,-8.621149,Unknown,Hippocampus
13.73885,3.9869149,Astrocyte,Hippocampus
-0.29423755,13.321162,Pericyte,Midbrain
0.26827723,-8.317587,Unknown,Cerebral cortex
