source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
Astrocyte_2,CGE interneuron,EFNA5,EPHA3,3.3044062,0.0,10.137712,0.2228783425580078,0.5180722389044923,0.02552258,0.8577586,0.30075990555323834,0.538760255082159
Hippocampal dentate gyrus,Deep-layer intratelencephalic,EFNB2,EPHA4,3.1513944,0.0,7.738258,0.19629884134096812,-0.00539705400843582,0.020317221,0.84047335,0.5759137315251507,0.538760255082159
Deep-layer intratelencephalic,Upper-layer intratelencephalic,APOD,LEPR,0.8839245,0.0,0.65346324,0.09538190898184695,-0.3012030908879426,0.028692333,0.60490173,1.0,0.5414138535953567
Upper-layer intratelencephalic,Upper-layer intratelencephalic,EFNB2,EPHA4,3.4877129,0.0,10.143618,0.33573346886463373,0.33297518990096187,0.026632627,0.85779417,0.11926515937081308,0.5419927631915022
Astrocyte_2,CGE interneuron,EFNB2,GRM5,3.2554026,1.0,5.6693983,-0.09904795975555229,0.014006195712152447,0.010108241,0.8184985,1.0,0.5419927631915022
Astrocyte,CGE interneuron,APOE,SORL1,3.142818,0.0,9.745723,0.18799508171096957,0.1299566475122056,0.02753745,0.85533595,0.43862333105469425,0.5419927631915022
CGE interneuron,MGE interneuron,EFNB2,EPHA6,3.716322,0.0,10.152033,0.1765518859533056,0.3820872668348976,0.019707961,0.8578447,0.5510578439118748,0.5452381753291422
Upper-layer intratelencephalic,Astrocyte_2,EFNB2,EPHA6,3.1256702,0.959,8.647468,0.003683996516414337,-0.349109263975782,0.016787175,0.84778064,1.0,0.5452381753291422
Deep-layer intratelencephalic,Hippocampal CA1-3,EFNA5,EPHA3,3.7121484,0.0,10.187966,0.3490521306350075,0.38482916763208985,0.025649099,0.85806,0.11817595395266588,0.5484966900055301
Deep-layer intratelencephalic,Deep-layer intratelencephalic,EFNB2,EPHA6,3.11825,0.974,9.596987,0.046419950478447075,-0.15891959539262368,0.01863046,0.85438186,1.0,0.5484966900055301
Deep-layer intratelencephalic,Astrocyte_2,APOD,LEPR,0.8911724,0.0,0.6610931,0.09888624861260209,0.4487634368701223,0.029027348,0.6062881,0.7856479585334374,0.5502789340328891
Upper-layer intratelencephalic,Upper-layer intratelencephalic,EFNA5,EPHA7,4.2080994,0.0,16.226362,0.26946251624652545,0.0663384160461864,0.022090983,0.8841145,0.4351999458024151,0.5510015014356671
Hippocampal CA1-3,Deep-layer intratelencephalic,EFNB2,EPHA6,3.2053168,0.058,10.201912,0.08569408553647581,-0.0813808517687078,0.019804789,0.85814327,1.0,0.5517679880008125
Hippocampal CA1-3,CGE interneuron,EFNB2,GRM5,4.2060447,0.0,16.079628,0.3297868190130847,0.4193600320240001,0.028669138,0.88364846,0.11817595395266588,0.5550356255156329
Hippocampal dentate gyrus,CGE interneuron,EFNA5,EPHA7,3.2106178,1.0,10.222279,-0.07863215895266937,-0.3508580708191298,0.013916871,0.8582646,1.0,0.5550522671403937
Hippocampal CA1-3,Hippocampal CA1-3,CNTN6,PTPRG,3.9012434,0.0,10.236147,0.23230725823809245,0.2897798919694261,0.02056216,0.85834706,0.4284133319613286,0.5583495531291549
MGE interneuron,Deep-layer intratelencephalic,EFNA5,EPHA7,4.203672,0.0,17.553202,0.2732067454903992,-0.0656614676578422,0.023897378,0.8880806,0.717991796017057,0.5590801388608212
Deep-layer intratelencephalic,CGE interneuron,FN1,ITGA6,0.9044715,0.047,0.66395366,0.009408858781183416,-0.7029644371461383,0.013380097,0.60680324,1.0,0.5591226785598086
Hippocampal CA1-3,MGE interneuron,CNTN6,PTPRG,3.901484,0.0,10.23695,0.2324056907130468,0.22809808655628716,0.020563774,0.8583518,0.42504994620342773,0.5616600472313755
Astrocyte,MGE interneuron,APOE,SORL1,3.104723,0.0,9.478633,0.1731623158973301,0.06276421925028863,0.026782764,0.85360825,0.4739789138451526,0.5616600472313755
CGE interneuron,Hippocampal dentate gyrus,SLIT3,ROBO2,3.7878878,1.0,10.264317,-0.09686186760119321,-1.001023385437564,0.011277454,0.8585141,1.0,0.564983424724987
Deep-layer intratelencephalic,MGE interneuron,EFNB2,EPHA6,4.1958823,0.0,15.551093,0.39288262656560224,0.6504517433402008,0.03018906,0.8819192,0.11817595395266588,0.5671997001049105
Deep-layer intratelencephalic,Hippocampal CA1-3,LAMA2,ITGA1,0.8842146,0.0,0.6663703,0.19807152096522906,-0.003096770405839777,0.039721135,0.60723656,0.5675369439944262,0.5679451128820162
Hippocampal dentate gyrus,Hippocampal dentate gyrus,EFNB2,EPHA6,3.931119,0.0,10.343328,0.23699288029902474,0.11818122104510564,0.020079318,0.85897917,0.5075883042580679,0.5683198861837806
Astrocyte_2,Astrocyte_2,EFNA5,EPHA6,4.1867228,0.206,17.528646,0.013995108467033307,-0.1874373682924082,0.015950048,0.8880111,1.0,0.5712747526176883
Hippocampal dentate gyrus,Astrocyte_2,SLIT3,ROBO2,3.1980774,1.0,5.3777213,-0.20482246248101688,-1.7827911895679307,0.005908528,0.8145421,1.0,0.5716696349517032
Upper-layer intratelencephalic,Astrocyte_2,EFNA5,EPHA4,3.678229,0.0,10.476876,0.02419688503067141,-0.10319596779437079,0.012893709,0.8597544,1.0,0.5716696349517032
Upper-layer intratelencephalic,CGE interneuron,EFNB2,EPHA6,3.5886056,0.0,10.560559,0.1525194028339354,-0.08754148925407357,0.020501025,0.8602333,0.7637663726536343,0.5750323421514338
Astrocyte,MGE interneuron,C3,NRP1,3.0749578,0.0,5.5527763,0.8958069507461748,3.3681757181473473,0.05997821,0.8169495,0.012149292248212078,0.5750323421514338
Astrocyte_2,Hippocampal CA1-3,EFNB2,EPHA4,3.109744,0.0,5.3677583,0.15304114162882104,0.5511149807637641,0.014093345,0.814402,1.0,0.5750323421514338
Deep-layer intratelencephalic,Upper-layer intratelencephalic,CNTN6,PTPRG,4.2193904,0.0,14.929412,0.3726025767128818,0.4555494522451955,0.02998989,0.87977827,0.11817595395266588,0.5753597738735186
Deep-layer intratelencephalic,CGE interneuron,PDGFB,ADGRV1,1.0023193,1.0,0.6685202,-0.19849636990346042,-2.8437693803471804,0.008043474,0.60762066,1.0,0.5767462627054128
CGE interneuron,MGE interneuron,EFNA5,EPHA4,3.073742,1.0,8.6833315,-0.18726816395195198,-0.5391084587074424,0.010686425,0.8480475,1.0,0.578408210432349
Upper-layer intratelencephalic,Upper-layer intratelencephalic,EFNB2,EPHA6,3.6006072,0.0,10.610156,0.15637800628439286,-0.00591297773911581,0.020597307,0.86051476,0.5843829090598738,0.578408210432349
Hippocampal dentate gyrus,Hippocampal CA1-3,EFNB2,EPHA6,4.0139904,0.0,10.620204,0.26363713565546265,0.2998564064358913,0.020616813,0.86057156,0.418382625248104,0.5817972654993291
Hippocampal CA1-3,CGE interneuron,EFNB2,EPHA4,3.064,0.0,9.371896,0.2207832972937229,0.14312041311763712,0.024606427,0.85289925,0.321997641859883,0.5851997134882463
Hippocampal CA1-3,Upper-layer intratelencephalic,EFNA5,EPHA7,3.2852206,1.0,10.70601,-0.05549095430331472,-0.7229584749650613,0.014575435,0.8610536,1.0,0.5851997134882463
Hippocampal dentate gyrus,Hippocampal CA1-3,FN1,ITGA6,0.8367373,0.997,0.67422307,-0.021561349378702188,-0.804061411374422,0.013587046,0.6086328,1.0,0.5855262117544392
MGE interneuron,MGE interneuron,EFNA5,EPHA7,4.181791,0.0,17.354233,0.2652359143193831,0.11240391536002248,0.023626493,0.8875129,0.39249459739141196,0.5876750003194124
Upper-layer intratelencephalic,Hippocampal CA1-3,EFNB2,EPHA4,3.6251566,0.0,10.711607,0.38554458741346415,0.5459001102201593,0.028123917,0.8610849,0.11817595395266588,0.5886152199433714
Astrocyte_2,Astrocyte_2,EFNA5,EPHA4,3.059729,1.0,8.088118,-0.1935827777396333,-0.4196430516898393,0.009953905,0.8434155,1.0,0.5886152199433714
Astrocyte_2,CGE interneuron,APOE,SORL1,4.168435,0.0,15.448308,0.6046144872259709,0.510408803671587,0.043650635,0.88157344,0.11817595395266588,0.5917998138066246
Astrocyte_2,Upper-layer intratelencephalic,EFNB2,EPHA6,3.0851946,0.998,5.3169193,-0.07612543950025025,-0.0006981071955109996,0.01032164,0.8136817,1.0,0.5920439903005642
Hippocampal CA1-3,Astrocyte,NRG1,HLA-DPB1,3.6427794,0.0,10.714368,0.8080347886986505,2.988900839494743,0.1175195,0.8611003,0.0034339115609598107,0.5920439903005642
Hippocampal dentate gyrus,CGE interneuron,EFNA5,EPHA4,3.0545,1.0,9.311262,-0.18893838571138658,-0.6000075978575907,0.011459209,0.8524916,1.0,0.5920439903005642
Hippocampal CA1-3,Hippocampal CA1-3,LAMA2,ITGA1,0.8936428,0.0,0.676636,0.20314323163380205,-0.06668952424422336,0.040333055,0.60905814,0.7229735070661284,0.5942848695575216
Astrocyte_2,Hippocampal CA1-3,VEGFA,NRP1,3.0276022,0.0,8.229876,0.7734031487161643,2.247471790980009,0.08249728,0.84455943,0.0076877560446640455,0.595486050264705
MGE interneuron,Hippocampal dentate gyrus,EFNB2,EPHA6,3.9629006,0.0,10.7368965,0.25133020650386373,0.2629046732727418,0.020843344,0.86122584,0.39566305436139165,0.595486050264705
Astrocyte_2,CGE interneuron,EFNB2,EPHA6,3.073193,1.0,5.2920656,-0.07998404295070773,-0.08232661871046876,0.010273392,0.8133263,1.0,0.5989416087853602
CGE interneuron,Upper-layer intratelencephalic,SLIT3,ROBO2,3.929107,1.0,10.7634,-0.055456838301065764,-0.7204945674140029,0.011825799,0.8613731,1.0,0.5989416087853602
Deep-layer intratelencephalic,Deep-layer intratelencephalic,CNTN6,PTPRG,4.1616826,0.0,14.638085,0.3498291499803501,0.42434653045210613,0.029404681,0.8787322,0.11817595395266588,0.6000789573822894
Hippocampal CA1-3,Upper-layer intratelencephalic,EFNB2,EPHA3,3.007285,0.0,9.038784,0.5435847287151003,0.8477133002397435,0.04854782,0.8506144,0.0898672443864116,0.6024103257848546
MGE interneuron,Deep-layer intratelencephalic,SLIT3,ROBO2,4.1065392,0.032,10.818776,-0.005562707818508539,-0.5711717653462491,0.011886641,0.8616792,1.0,0.6024103257848546
Hippocampal CA1-3,MGE interneuron,SEMA3E,NRP1,0.85783964,1.0,0.6775082,-0.15354550323707167,-0.8390510970166636,0.010406957,0.6092115,1.0,0.6030223199796663
Deep-layer intratelencephalic,Astrocyte_2,EFNA5,EPHA4,3.7692587,0.0,10.828449,0.05624859919449676,-0.002543938065505902,0.013326384,0.8617325,1.0,0.6058924095072992
Astrocyte_2,Hippocampal CA1-3,EFNA5,EPHA3,3.0026188,0.0,7.6097198,0.09922075370087742,-0.03226994599224353,0.019158138,0.83934724,0.8226457609803817,0.6058924095072992
Hippocampal CA1-3,Astrocyte_2,SLIT2,ROBO2,3.1054637,1.0,5.1932697,-0.29211213519833373,-2.2570439376368356,0.0050068363,0.8118915,1.0,0.6058924095072992
Hippocampal dentate gyrus,Deep-layer intratelencephalic,EFNB2,GRM5,4.0889115,0.0,10.870515,0.21415817032652765,-0.011420567448862329,0.019381559,0.8619633,0.6016011439958611,0.6093878856575747
Hippocampal CA1-3,CGE interneuron,EFNA5,EPHA3,3.0000272,0.0,8.664247,0.11570453477847234,0.0452224317887131,0.021813001,0.8479057,0.73301465549514,0.6093878856575747
Hippocampal CA1-3,Astrocyte_2,SLIT3,ROBO2,3.09468,1.0,5.1717925,-0.23883724776984683,-2.155012329444658,0.0056822733,0.8115748,1.0,0.6093878856575747
Astrocyte,Astrocyte_2,CXCL12,ACKR3,0.85091496,0.0,0.68180543,0.6340302731405133,3.5962259834446635,0.19190972,0.60996395,0.011726071408802443,0.6117385887267743
Hippocampal CA1-3,Deep-layer intratelencephalic,EFNA5,EPHA3,3.3086455,0.0,10.8737135,0.24216114575048342,0.3059589313029458,0.027375529,0.8619808,0.22198171831487418,0.6128969660207118
Hippocampal dentate gyrus,Upper-layer intratelencephalic,EFNA5,EPHA3,2.9977853,0.0,8.980307,0.1338630457099908,0.1045852892645156,0.02260871,0.8502016,0.6509153962759867,0.6128969660207118
Hippocampal CA1-3,Hippocampal CA1-3,VEGFA,GRIN2B,3.7265253,0.0,5.130289,0.3146089870988101,-0.10074176743889507,0.02271346,0.81095797,0.8062616279873446,0.6164193048535491
Hippocampal dentate gyrus,Hippocampal dentate gyrus,EFNB2,GRM5,4.092033,0.0,10.880944,0.2151868150284902,-0.00012512587906332584,0.019400153,0.8620203,0.5929451534446718,0.6164193048535491
Hippocampal dentate gyrus,MGE interneuron,EFNB2,GRM5,4.117394,0.0,10.965675,0.2235388226086434,0.0638424431920468,0.019551225,0.862481,0.5717138312156749,0.6199551132302196
CGE interneuron,Astrocyte_2,EFNB2,EPHA6,2.9942727,1.0,7.5476494,-0.05558954616991713,-0.2844437772495487,0.014652118,0.8387943,1.0,0.6199551132302196
Upper-layer intratelencephalic,CGE interneuron,FN1,ITGA6,0.92417824,0.001,0.68412924,0.019860072924722846,-0.6056693732751699,0.013786678,0.6103686,1.0,0.6204337015047469
MGE interneuron,MGE interneuron,EFNA5,EPHA3,2.9895077,0.0,6.512371,0.08351993899819113,-0.10029165131237505,0.016395466,0.8285688,1.0,0.6235044168556043
Hippocampal dentate gyrus,Upper-layer intratelencephalic,EFNB2,GRM5,4.117425,0.0,10.965779,0.22355263523648214,0.02966640884871108,0.019551411,0.86248153,0.5675369439944262,0.6235044168556043
Hippocampal CA1-3,Hippocampal CA1-3,EFNA5,EPHA7,4.1336994,0.0,16.780453,0.2536143273964003,0.006490245024818542,0.022845335,0.88582355,0.534940243448435,0.6251479470127336
Hippocampal CA1-3,Deep-layer intratelencephalic,EFNB2,EPHA3,2.9872012,0.0,8.920823,0.5353551745633938,1.0277055495908036,0.04791424,0.8497779,0.04980881122022735,0.6270674303719665
MGE interneuron,CGE interneuron,EFNA5,EPHA3,3.483562,0.0,11.004987,0.28595933752398994,0.46410741370877817,0.02770602,0.8626931,0.11817595395266588,0.6270674303719665
MGE interneuron,Deep-layer intratelencephalic,FN1,ITGA6,0.8519736,0.933,0.68540156,-0.014234587313378884,-0.6874181645086896,0.013812318,0.6105895,1.0,0.6291076840194846
Hippocampal CA1-3,Hippocampal dentate gyrus,EFNA5,EPHA4,4.130644,0.0,16.758577,0.19765122792397005,-0.09792122781534918,0.02062449,0.8857577,0.7954756710756029,0.6293593969221667
Hippocampal CA1-3,Upper-layer intratelencephalic,EFNA5,EPHA3,3.3287294,0.0,11.017499,0.2503906999021899,0.12596668195188565,0.027737519,0.86276037,0.35888326329755016,0.6306438023271213
Upper-layer intratelencephalic,Hippocampal CA1-3,EFNB2,GRM5,4.414155,0.0,13.97216,0.34537539086470437,0.33528413385065203,0.02491163,0.8762295,0.14280958164269208,0.6335800922093093
Astrocyte_2,MGE interneuron,APOE,SORL1,4.13034,0.0,15.024934,0.5897817214123314,0.44321637540967007,0.04245435,0.88011515,0.11817595395266588,0.6335800922093093
Hippocampal dentate gyrus,Deep-layer intratelencephalic,EFNA5,EPHA3,2.9777014,0.0,8.863109,0.12563349155828435,0.2845775386155758,0.022313653,0.84936315,0.6695784551916799,0.634233746646992
MGE interneuron,Hippocampal CA1-3,EFNB2,EPHA6,4.045772,0.0,11.024306,0.2779744618603016,0.44457985866352745,0.02140129,0.86279696,0.3472132429985577,0.634233746646992
Upper-layer intratelencephalic,CGE interneuron,PDGFB,ADGRV1,1.008224,1.0,0.6872037,-0.19437600149132914,-2.7974226423563326,0.008268269,0.6109016,1.0,0.6377605619768888
CGE interneuron,Hippocampal dentate gyrus,CNTN6,PTPRG,3.7031198,0.0,11.0812,0.16122236418513763,0.15034095791580082,0.022259684,0.8631013,0.5429541900191016,0.6378372890364599
Deep-layer intratelencephalic,CGE interneuron,EFNB2,EPHA4,2.976933,0.0,8.816187,0.18150916223569416,0.06558166949372124,0.023147384,0.8490232,0.4525192351196779,0.6378372890364599
Hippocampal dentate gyrus,MGE interneuron,EFNA5,EPHA7,3.367312,0.998,11.136658,-0.02154654261833361,-0.32786245924741264,0.015161729,0.863396,1.0,0.6414546470167912
Hippocampal CA1-3,Hippocampal dentate gyrus,VEGFA,GRIN2B,3.6265712,0.0,4.9768887,0.28031552777337526,-0.25993140580442664,0.022034308,0.80862004,1.0,0.645085463383237
MGE interneuron,Hippocampal dentate gyrus,CNTN6,PTPRG,3.710881,0.0,11.163863,0.16455283343312585,0.09660252131722924,0.022425737,0.8635398,0.5152934918875074,0.645085463383237
Astrocyte_2,Upper-layer intratelencephalic,EFNB2,EPHA4,2.9723005,0.0,5.0831294,0.10323002307999063,0.3381900604445667,0.013346036,0.8102491,1.0,0.645085463383237
Hippocampal CA1-3,Astrocyte,VEGFA,NRP1,0.8322303,1.0,0.68839824,-0.21260205294128864,-0.8606793410616318,0.006900587,0.611108,1.0,0.6463923610828606
Hippocampal CA1-3,MGE interneuron,VEGFA,GRIN2B,3.60259,0.0,4.940085,0.2720896109792533,-0.3012446834720308,0.021871367,0.8080451,1.0,0.6487299549352822
CGE interneuron,Hippocampal dentate gyrus,EFNB2,EPHA6,3.9975986,0.0,11.16658,0.26698249936657037,0.33653309413743937,0.021677483,0.8635541,0.32747832977886426,0.6487299549352822
Astrocyte_2,Hippocampal CA1-3,VEGFA,GRIN2B,4.3727856,0.0,13.771688,0.7189924622225379,2.1167924241250087,0.06097175,0.8754437,0.011726071408802443,0.6505557506131221
MGE interneuron,Astrocyte_2,EFNB2,EPHA6,2.9595745,1.0,7.2572203,-0.07124183903262375,-0.3580721981142463,0.014088312,0.83612365,1.0,0.6523883413677413
Deep-layer intratelencephalic,Astrocyte,LGALS1,PTPRC,3.3122144,0.0,4.890216,1.2989734120917007,4.209400658129944,0.21917,0.80725694,0.00027261208898941977,0.6523883413677413
Astrocyte,Astrocyte_2,C3,NRP1,3.6334586,0.0,11.194142,1.1054990345316067,4.2760240939277905,0.12091332,0.8636993,0.0021376920397585507,0.6523883413677413
Astrocyte_2,Hippocampal CA1-3,LAMC1,ITGA1,0.9064017,1.0,0.6905282,-0.07431687415146114,0.041561316797857906,0.017382184,0.61147505,1.0,0.6550031070433008
Hippocampal dentate gyrus,Deep-layer intratelencephalic,EFNA5,EPHA7,3.3891926,0.974,11.264342,-0.013575711447317479,-0.5059278422652773,0.015335563,0.86406684,1.0,0.656060261132851
Hippocampal CA1-3,CGE interneuron,VEGFA,GRIN2B,3.55521,0.0,4.8673706,0.2558328231443016,-0.3510469682242692,0.021549433,0.8068924,1.0,0.656060261132851
Hippocampal dentate gyrus,Upper-layer intratelencephalic,EFNA5,EPHA7,2.9542766,1.0,8.726414,-0.17201860849551381,-0.7443398676524313,0.011880362,0.8483661,1.0,0.656060261132851
Deep-layer intratelencephalic,Astrocyte_2,PDGFB,ADGRV1,4.3627295,0.0,3.5084527,0.9281653154551294,2.0150933227930805,0.042212855,0.78010076,0.06234265644585616,0.6590983289129347
MGE interneuron,Deep-layer intratelencephalic,EFNB2,GRM5,4.120693,0.0,11.2841425,0.22849549653136667,0.13330288477877383,0.020119036,0.86416996,0.5037682775430459,0.6597459331995627
CGE interneuron,Astrocyte_2,EFNA5,EPHA4,2.9396117,1.0,7.6242023,-0.23587678650585758,-0.585843559299192,0.0093829725,0.8394754,1.0,0.6597459331995627
Deep-layer intratelencephalic,CGE interneuron,EFNB2,GRM5,4.118978,0.0,15.1261835,0.290512683955056,0.3418212884000842,0.026969194,0.8804691,0.11817595395266588,0.6633830826169931
MGE interneuron,Hippocampal dentate gyrus,EFNB2,GRM5,4.1238146,0.0,11.294969,0.22952414123332923,0.14459832634857284,0.020138336,0.8642262,0.4961929495646816,0.6634453832727566
Hippocampal dentate gyrus,Astrocyte_2,EFNB2,EPHA6,2.9277925,1.0,6.991202,-0.08557916523746274,-0.5027956503418824,0.013571896,0.8335491,1.0,0.6634453832727566
Hippocampal CA1-3,Upper-layer intratelencephalic,VEGFA,GRIN2B,3.5366783,0.0,4.83893,0.24947299548823765,-0.4201575765026464,0.021423519,0.80643547,1.0,0.6634453832727566
CGE interneuron,CGE interneuron,SEMA3E,NRP1,0.9217442,1.0,0.70267296,-0.14088094412422086,-0.5562486704222596,0.010793504,0.61354405,1.0,0.6635928255641105
MGE interneuron,Hippocampal CA1-3,VEGFA,GRIN2B,3.702301,0.0,4.8063765,0.2994511114403909,0.13652578510025326,0.021279395,0.8059081,0.35888326329755016,0.667158833964346
Upper-layer intratelencephalic,Hippocampal dentate gyrus,CNTN6,PTPRG,3.7232237,0.0,11.295325,0.1698488854236492,0.030619074594061324,0.022689814,0.86422807,0.492437485265423,0.667158833964346
Hippocampal dentate gyrus,Hippocampal CA1-3,EFNB2,GRM5,4.216277,0.0,11.296046,0.2561122291108273,0.1815977474845516,0.020140259,0.8642318,0.492437485265423,0.6708859178978128
Deep-layer intratelencephalic,Upper-layer intratelencephalic,EFNB2,EPHA3,2.9202185,0.0,8.502828,0.5043105936570715,0.7701745566158276,0.045669165,0.84668905,0.11817595395266588,0.6708859178978128
Hippocampal dentate gyrus,MGE interneuron,LAMA2,ITGA1,0.8408718,0.0,0.7069334,0.2315892688499277,0.9635299362399043,0.042139027,0.61426044,0.2591314852122042,0.6721615423511907
Upper-layer intratelencephalic,CGE interneuron,EFNB2,GRM5,3.7708151,0.0,11.313544,0.13345548602909083,0.008791325168547637,0.020171458,0.8643226,0.6555441097613619,0.6746268569537642
Hippocampal CA1-3,Deep-layer intratelencephalic,VEGFA,GRIN2B,3.4814887,0.0,4.75423,0.2305420168354883,-0.4755599253809726,0.021048523,0.8050535,1.0,0.6783816768370808
CGE interneuron,Astrocyte_2,CNTN6,PTPRG,3.7616506,0.0,11.324782,0.1843194596010888,0.36785023517738047,0.022748986,0.86438084,0.4455306523033841,0.6783816768370808
Deep-layer intratelencephalic,Deep-layer intratelencephalic,EFNB2,EPHA3,2.9001346,0.0,8.391861,0.4960810395053651,0.9501668059668877,0.045073155,0.8458345,0.0660736864319443,0.6783816768370808
CGE interneuron,Astrocyte,FN1,ITGA6,0.88982517,0.207,0.7073089,0.004278274515079523,0.5388516363753153,0.014253798,0.6143234,1.0,0.6807093395939833
MGE interneuron,MGE interneuron,EFNB2,GRM5,4.1491756,0.0,11.382924,0.23787614881348243,0.20856589541968296,0.020295156,0.8646807,0.466742727333224,0.6821506030985448
Hippocampal CA1-3,MGE interneuron,EFNA5,EPHA4,2.8894806,1.0,7.8728194,-0.25214796296526315,-0.8457577582138689,0.009688942,0.8416257,1.0,0.6821506030985448
CGE interneuron,Hippocampal CA1-3,EFNA5,EPHA3,2.8825014,0.0,7.1732445,0.056926744934653134,-0.1984704536015962,0.018059272,0.8353247,1.0,0.6859332624893424
MGE interneuron,Hippocampal dentate gyrus,VEGFA,GRIN2B,3.602347,0.0,4.6626616,0.26515765211495607,-0.02266385326527831,0.020643122,0.8035228,0.6417315486415744,0.6859332624893424
MGE interneuron,Upper-layer intratelencephalic,EFNB2,GRM5,4.1492066,0.0,11.383032,0.23788996144132116,0.17438986107634724,0.02029535,0.86468124,0.4631558641975311,0.6859332624893424
MGE interneuron,Hippocampal CA1-3,FN1,ITGA6,0.86444867,0.772,0.71167684,-0.006864824729378051,-0.8233583356690293,0.014341822,0.61505246,1.0,0.6892361298927829
MGE interneuron,MGE interneuron,VEGFA,GRIN2B,3.5783658,0.0,4.6281815,0.2569317353208341,-0.06397713093288249,0.02049047,0.80293626,0.7130358746072689,0.6897298798235079
MGE interneuron,Astrocyte_2,CNTN6,PTPRG,3.7694118,0.0,11.409264,0.18764992884907705,0.3141117985788089,0.02291869,0.8648159,0.44206687356484337,0.6897298798235079
MGE interneuron,Hippocampal dentate gyrus,EFNA5,EPHA3,2.8804111,0.0,5.5203176,0.03881781910665681,-0.24852407127752407,0.013897884,0.8165107,1.0,0.6897298798235079
Hippocampal CA1-3,CGE interneuron,EFNA5,EPHA4,3.3854442,1.0,11.4235325,-0.0724107315191875,-0.5786262051702207,0.014058742,0.8648889,1.0,0.6935404808059213
Astrocyte,Astrocyte_2,C3,GRM7,2.9799287,0.0,4.5928965,0.441877004026628,2.0571299398296112,0.022372324,0.8023301,0.27089496698872845,0.6935404808059213
Upper-layer intratelencephalic,Upper-layer intratelencephalic,EFNB2,GRM5,4.3153024,0.0,13.563651,0.3128157969903592,0.18335279521481151,0.02418328,0.8746115,0.2591314852122042,0.6936244119729644
Astrocyte_2,Hippocampal dentate gyrus,EFNB2,EPHA4,2.8585572,0.0,4.847582,0.06201047796824344,0.218471554160661,0.012727593,0.8065748,1.0,0.6973652939480033
CGE interneuron,Hippocampal CA1-3,EFNB2,EPHA6,4.0804706,0.0,11.465492,0.29362675472300825,0.518208279528225,0.022257758,0.865103,0.28059047773170526,0.6973652939480033
Upper-layer intratelencephalic,CGE interneuron,SEMA3E,NRP1,0.92556894,1.0,0.712656,-0.1383309819548194,-0.4763356442998594,0.010946851,0.6152151,1.0,0.6977419955757265
Upper-layer intratelencephalic,MGE interneuron,EFNB2,GRM5,4.3152714,0.0,13.563523,0.3128019843625205,0.21752882955814723,0.024183052,0.874611,0.22198171831487418,0.6979792904879382
Hippocampal CA1-3,Deep-layer intratelencephalic,EFNA5,EPHA4,4.1059456,0.0,16.581758,0.1886993072659287,-0.16288857907474075,0.020406881,0.8852198,0.9383438859441638,0.6979792904879382
MGE interneuron,CGE interneuron,VEGFA,GRIN2B,3.5309858,0.0,4.560058,0.2406749474858824,-0.11377941568512084,0.020188862,0.80176044,0.8281622262318294,0.7012039400851063
Upper-layer intratelencephalic,Astrocyte_2,CNTN6,PTPRG,3.7817545,0.0,11.543614,0.1929459808396004,0.24812835185564097,0.023188572,0.8654987,0.40528360142301667,0.7012039400851063
Upper-layer intratelencephalic,Astrocyte_2,PDGFB,ADGRV1,4.368634,0.0,3.6065054,0.9322856838672607,2.0614400607839283,0.0433926,0.78245586,0.04875656230678392,0.7023428187310842
Astrocyte_2,Deep-layer intratelencephalic,EFNB2,EPHA4,2.8338594,0.0,4.7964354,0.05305855731020209,0.15350420290126943,0.012593305,0.8057461,1.0,0.7050566469864598
Deep-layer intratelencephalic,Astrocyte_2,EFNB2,EPHA6,3.473833,0.0,11.5616455,0.1607411944423795,-0.01607930074424546,0.022444416,0.86558956,0.6326452275688582,0.7050566469864598
Astrocyte_2,Astrocyte_2,VEGFC,LYVE1,0.904078,0.0,0.7221443,0.6636133691465478,2.8775130034826946,0.21464437,0.61677945,0.008340882865046507,0.7062269623487144
Astrocyte_2,MGE interneuron,EFNA5,EPHA3,2.8103514,0.003,5.999148,0.020438944032208993,-0.046326826116660946,0.015103381,0.8226601,1.0,0.7089234403569443
CGE interneuron,Deep-layer intratelencephalic,SLIT3,ROBO2,4.1661134,0.0,11.6010065,0.014035632115655727,-0.5633972921084003,0.012746081,0.8657871,1.0,0.7089234403569443
MGE interneuron,Deep-layer intratelencephalic,PAM,FAP,3.280979,0.0,4.5443773,0.5336642737332383,1.3223884974018518,0.05940965,0.80148655,0.0372163169501802,0.7089234403569443
Upper-layer intratelencephalic,Hippocampal dentate gyrus,EFNB2,GRM5,4.2899103,0.0,13.458717,0.3044499767823673,0.1535612604870371,0.02399619,0.874185,0.2905439454656227,0.7110951572976157
MGE interneuron,Upper-layer intratelencephalic,VEGFA,GRIN2B,3.512454,0.0,4.533413,0.2343151198298184,-0.18289002396349807,0.020070897,0.8012943,0.9942103765239816,0.7128045516903878
Upper-layer intratelencephalic,MGE interneuron,EFNB2,EPHA6,3.8477194,0.0,11.631353,0.23582542863963707,0.3174217801086643,0.022579739,0.86593884,0.2591314852122042,0.7128045516903878
Deep-layer intratelencephalic,MGE interneuron,VEGFA,NRP1,0.8827183,1.0,0.73221433,-0.20633182498856334,-1.4855487188216747,0.0073398054,0.61841476,1.0,0.7146910559176484
